fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,day_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,cur_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_no,year
106431013,agnews state hospital,7/1/2006,6/30/2007,365,audited,incl. ind. audit,santa clara,07,0431,state,specialty,state,,(408)451-6000,3500 zanker road,san jose,95114,angela c. vrbanac-libby,executive director,,state of ca - dept of dev services,gale nagato  fiscal system sec,dept of developmental svcs  state of ca,0,,,,919,919,283,352,0,90944,0,0,227,0,0,2785,94308,0,0,51,0,0,0,0,0,6,57,24,0,0,0,895,0,647,0,0,0,93661,0,0,0,0,0,57,0,28.1,28.1,1654.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95034482,8001342,0,87033140,0,95034482,-8001342,8001342,0,0,0,0,85970739,0,9063743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37863,0,3484668,0,0,0,0,0,0,0,0,0,4478811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
106010846,alameda county medical center,7/1/2006,6/30/2007,365,audited,incl. ind. audit,alameda,05,0417,city/county,general,comparable,teaching,(510)534-8055,1411 east 31st street,oakland,94602-1018,wright lassiter  iii,ceo,www.acmedctr.org,county of alameda,stanley quan,toyon associates inc.,2,05-0320,hsc00320w,zzr00320f,475,475,318,14384,360,69306,5199,9268,2372,0,4077,8420,113386,2158,54,6315,1011,1949,415,0,419,1158,13479,236,80,0,50,109,0,44829,23232,0,8158,37167,0,10371,2718,0,319,71,0,65.40000000000001,65.40000000000001,8.4,5.7,20,4088,1361,54230,546,96829,22205,91489,14286,0,3841,32983,316409,85440,124976,0,122611,387,7,293771,144400,2451,1730,1402,297,669563004,324381577,0,345181427,91705676,393124963,43762140,6302783,212727,0,0,49852196,312581719,120423361,236557924,66988905,3026999,246011124,29767088,59998102,21547932,0,15725196,41052060,484117406,24967755,364470,49646489,12387041,64519816,9652476,0,2065673,21841878,185445598,56239244,1704117,197735978,34243422,-121286644,59784136,16512267,0,36362216,0,17790869,0,25295972,0,0,0,0,35717416,1687352,219208279,7910707,64733782,14688141,0,0,1235750,38216118,0,0,0,0,5208754,89597876,58102610,64596544,3572145,0,0,29867921,65752308,18799615,45484383,17351561,173324395,70467229,35189026,21441919,32014277,28522818,9366003,2651331,4734227,8534657,6879081,118569776,0,58317900,2313734,0,0,179201410,261577273,0,8344730,-90720593,179201410,18213724,172839807,-132425335,35838069,94511572,135736479,77418579,9076798,0,0,9076798,732068,7277233,166646548,2306,706,4455164,718862,5174026,508,98,266217,913413,994923,164300,308943,682088,319604,428627,319930,57119,1375713,789097,582430,298083,745671,286492,377678,0,1540918,915692,718662,312328,879437,354083,452906,0,2007
106010735,alameda hospital,7/1/2006,6/30/2007,365,audited,excl. ind. audit,alameda,05,0417,district,general,comparable,,(510)522-3700,2070 clinton avenue,alameda,94501-4320,deborah e. stebbins,ceo,www.alamedahospital.org,city of alameda healthcare district,john r smith,pacific hospital management,0,05-0211,hsc00211f,zzr00211f,135,135,135,9616,1499,7470,259,0,480,3251,157,370,23102,1825,297,322,54,0,99,601,39,81,3318,100,0,0,0,35,0,13070,0,0,0,10032,0,3209,0,0,0,109,0,46.9,46.9,7,4.1,0,0,0,8261,1917,2315,3387,0,3307,35088,523,2628,57426,18187,0,0,41323,0,8,165655,217937,988,4425,0,0,261207554,205403685,0,55803869,185581,64688205,-8698755,6250609,0,0,0,-2448146,67318665,16537269,177351620,68535700,12764711,28715531,2162956,0,4330961,36133781,1381013,2903584,156928237,21877420,4175653,3505542,4376074,0,5629624,61026724,1188807,2499473,104279317,62438319,11698831,25008053,5758548,0,0,8643538,84313366,3812177,0,2569820,0,1161033,0,0,0,0,27974801,5241533,6920976,778145,0,1317047,12847139,0,724228,0,0,95000,95425,5706204,0,15659487,3117275,20995632,0,0,0,0,10610661,2894940,9565460,1844750,33567849,7766033,1765655,4368813,7010724,3850527,2103373,508457,570786,0,3175988,19625517,467957,8406741,424908,0,0,28925123,16811180,0,815297,11298646,28925123,1089928,36884261,-30259913,27189646,13641392,41988089,33581348,0,1022616,0,1304297,489000,0,0,463,144,812553,187262,999815,267,0,78924,186693,198844,18069,82097,133463,76834,0,33879,3750,238531,39673,214909,0,164402,66297,88741,0,298306,51566,268130,0,193855,76531,111427,0,2007
106190017,alhambra hospital - alhambra,7/1/2006,6/30/2007,365,audited,excl. ind. audit,los angeles,11,0913,investor,general,comparable,,(626)570-1606,100 south raymond avenue,alhambra,91802,david chu,ceo,,alhambra limited partnership,robert c. perkins,hospital management services,0,05-0281,hsc30281f,,144,144,98,16862,1563,13655,616,0,38,1273,12,693,34712,2381,376,784,166,0,14,338,2,143,4204,101,0,0,17,26,0,21902,0,0,3721,9089,0,3952,0,0,228,24,0,66,66,8.300000000000001,6.1,0,0,0,5621,1597,2756,3250,0,1216,3449,208,2773,20870,19977,0,0,3606,0,5,35485,69343,604,1732,0,0,172254565,124122294,5712732,53845003,489593,54798182,-463586,903787,558831,0,0,-118630,51694550,6232588,114327427,75052725,7917895,44762587,2683457,0,293626,5573719,21013,1947231,138252253,10835558,3593271,3777749,2947928,0,1343142,8940531,82979,2481154,34002312,55055206,8309969,34766232,5069624,-1149255,0,197697,11341540,2762920,0,1566230,0,6202131,5712732,0,0,0,28588920,5893474,13506195,561761,0,1206031,3160433,0,928189,0,0,0,84478,0,0,16004094,2314896,15276366,0,0,0,0,8254749,1729965,7760142,3457970,21949841,1926315,815288,3191206,7653987,7479341,1262094,2955919,468493,162416,6933282,11998359,0,0,0,11642065,725032,24365456,11969951,0,0,12395505,24365456,6821031,22304394,-21246268,0,0,0,0,0,0,0,0,0,0,0,446,171,847652,100400,948052,187,0,30405,204492,210836,49384,94634,198782,39328,0,19791,0,362727,29506,155017,0,126572,63570,110260,0,409059,31843,173760,0,138979,69646,124765,0,2007
106010739,alta bates summit med ctr-alta bates campus,1/1/2007,12/31/2007,365,audited,incl. ind. audit,alameda,05,0415,non-profit,general,comparable,,(510)204-4444,2450 ashby avenue,berkeley,94705,robert petrina,cfo,www.altabates.com,sutter health,bharatha naotunne,sutter health,0,05-0043,hsc00305f,zzr00305f,563,523,389,30987,7323,48987,9013,0,528,39131,968,2232,139169,4733,1199,3271,849,0,104,8509,175,513,19353,353,109,0,42,59,0,92786,23432,0,10850,12101,0,15601,3129,0,614,9,0,67.7,72.90000000000001,7.2,6.6,45,16587,7517,71918,9524,13878,6897,0,4947,145431,1734,9050,263379,42789,28348,0,102454,0,13,437520,317820,3560,4877,5532,2152,1943534546,1468310084,80298918,555523380,13720152,489025337,80218195,11373762,4164417,0,0,87427540,717679450,73707988,1152147108,348083984,91883025,463801077,114636737,0,7063755,442263492,13708197,26551202,1507991469,109436122,32878314,36873241,20182645,0,5941846,211579310,3397674,15253925,435543077,367588514,118540107,438560365,116806198,0,0,6721101,384803936,18183993,0,17105870,0,0,42084752,0,0,38214166,89058228,48305984,62113953,18013184,0,6284500,307253032,1,24494498,0,0,1208788,6694428,0,0,114420308,15502741,179647451,0,0,173894,0,61494121,8310098,87936406,21540318,174840210,72515415,16877261,18319721,44185815,121394608,18481048,1041258,5102964,5930472,10336565,131617461,963139,121652283,12549313,16375327,2335611,285493134,42764899,5755342,107820046,129152847,285493134,33891280,353044753,-272428743,219387717,153959387,388741903,267089620,0,131545,110733216,110864761,3044715,4360373,0,2141,741,3886512,802534,4689046,534,0,227894,895084,1243803,130462,166209,619790,360573,5955,172570,64172,1493564,175910,1024151,8281,691709,143401,349496,0,1843578,203201,1198927,9832,809787,166609,457112,0,2007
106010937,alta bates summit med ctr-summit-hawthorne,1/1/2007,12/31/2007,365,audited,excl. ind. audit,alameda,05,0417,non-profit,general,comparable,,(510)655-4000,350 hawthorne avenue,oakland,94609-3108,warren kirk,ceo,,sutter health,daniel foushee,toyon associates inc.,0,05-0043,hsc00043f,,426,378,242,38737,9389,15449,2819,0,680,17608,1670,672,87024,6380,1596,1818,545,0,168,4503,369,214,15593,354,0,24,0,48,0,77016,0,0,0,10008,0,14760,0,0,0,833,0,56,63.1,5.6,5.2,0,0,0,37144,8581,17091,12608,0,3235,45675,2102,6836,133272,38686,7431,0,83336,0,37,950312,1274797,4686,8951,0,0,1642865409,1303853310,0,339012099,42589692,383253925,-1652134,12975128,3691608,0,0,7631386,419535414,57324684,1166005311,487707018,116363312,197797790,40602697,0,12544243,420928963,24035046,422109,1300401178,102901582,25560917,30998251,27264976,0,8020846,135117891,3144588,9455180,342464231,388260046,93299536,193044204,57262620,0,0,18877724,510423195,8862163,0,27179632,0,6644190,0,0,0,0,200102130,48624693,35751837,10605053,0,1687365,42241018,2,1,0,0,5675544,2580059,0,0,90407620,17358037,123265951,0,0,0,34297563,50875701,10510387,39525906,17012760,132030060,76081869,7083756,22588890,63751025,40113023,17853861,3042760,2739550,3703902,14265229,115365264,23562150,125164119,19035785,12828057,0,295955375,82190008,0,73242067,140523300,295955375,23367981,284075255,-228516494,315485977,115576907,452879525,327715406,0,0,76259536,76259536,3017469,131137,105530,1727,557,3569072,336624,3905696,534,0,210841,699760,904997,40230,214056,640934,407219,136977,190895,123163,1102664,204579,819582,334610,652187,170913,268466,16071,1242099,216619,871617,407256,693433,181677,276867,16128,2007
106370652,alvarado hospital,1/1/2007,12/31/2007,365,audited,incl. ind. audit,san diego,14,1418,investor,general,comparable,,(619)287-3270,6655 alvarado road,san diego,92120,harris f. koenig,ceo,www.alvaradohospital.com,plymouth health  llc,brian d. kleven,alvarado hospital  llc,0,05-0757,hsc30583h,hsp30583h,306,133,133,23339,1738,7297,664,1186,0,11235,470,2588,48517,3984,419,1100,138,205,0,1915,100,428,8289,226,0,0,50,30,0,41485,0,0,6062,970,0,7674,0,0,495,120,0,43.4,99.90000000000001,5.9,5.8,0,0,0,17370,714,4507,2437,704,0,10383,307,10713,47135,22405,2196,0,23569,0,13,597435,497364,2345,3344,0,0,674436254,547571408,444345,127309191,1804709,139261182,-10147282,-270826,0,0,0,-10418108,116816949,28151231,529468074,267549293,22536491,77798958,7231658,10737603,0,104145293,4675253,24438208,519112757,52260912,5669929,12436484,3502864,1943569,0,47260715,662296,31586728,155323497,269097741,23806438,82420709,9731838,0,11930610,0,96231964,9232350,0,5330847,0,39788911,408221,0,0,36124,50681167,4788171,7783176,997774,668163,0,54068591,0,8322149,0,0,0,-270826,0,0,26933891,8337089,46596055,0,0,0,0,17961973,4621171,21969485,12841518,57392686,16338011,1708759,6640858,25538068,10233813,838920,11883871,494585,270826,7920785,20790573,0,6084654,467349,0,153502,27496078,25904152,0,12010034,-10418108,27496078,404742,49358364,-33433603,0,5554309,6857839,773185,0,0,0,12010034,0,0,12010034,811,292,1553507,198465,1751972,493,0,113201,493870,479468,34737,93764,242842,0,30151,54490,10984,511459,115823,461448,0,167641,106488,190648,0,584518,127564,526727,0,184641,118097,210425,0,2007
106370749,alvarado parkway institute bhs,1/1/2007,12/31/2007,365,audited,incl. ind. audit,san diego,14,1422,investor,psychiatric,comparable,,(619)465-4411,7050 parkway drive,la mesa,91941-1535,roy rodriguez,ceo,alvaradoparkwayinstitute.com,helix healthcare,loretta masi,pacific hospital management,0,05-4075,,hsp34075g,66,66,66,14638,358,217,0,0,1415,3268,0,1453,21349,1487,40,25,0,0,155,357,0,182,2246,0,66,0,0,0,0,0,21349,0,0,0,0,0,2246,0,0,0,0,88.59999999999999,88.59999999999999,9.5,9.5,0,0,0,24424,31,0,0,0,237,3242,0,417,28351,0,0,0,0,0,0,0,0,0,0,0,0,42544917,22936263,0,19608654,459567,20586575,-518354,106200,126184,0,0,-538338,20961665,18634828,2948424,16616486,385118,227500,0,0,1468853,3407059,0,1555261,23660277,17135651,21600,0,0,0,165955,1362801,0,198633,18884640,15655358,181065,198608,0,0,0,1007215,2979854,1735198,0,207107,0,971858,0,0,0,0,16808564,202545,15470,0,0,537954,1564515,0,479606,0,0,0,0,0,0,5006665,4266877,679314,0,0,0,0,4127566,1518895,3171610,1815648,10841112,2299506,0,798961,1340623,1500728,241145,1987239,192876,258351,1126034,3655100,0,1232359,0,0,977709,5865168,7196556,0,0,-1331388,5865168,0,5488247,-2343194,1537167,1020593,2585632,1353273,0,0,0,0,0,0,1699084,233,86,482349,3226,485575,82,0,25988,142853,48921,29305,101666,71778,61060,0,778,0,175776,116443,0,0,98440,46087,45603,0,176768,116961,0,0,99361,46490,45995,0,2007
106194010,american recovery center,7/1/2006,6/30/2007,365,audited,excl. ind. audit,los angeles,11,0917,non-profit,specialty,comparable,,(909)865-2336,2180 w. valley blvd.,pomona,91768-3325,booker bledsoe,administrator,,behavioral health services  inc,andrew e. worrell,behavioral health services,0,,,,156,156,156,0,0,0,0,31449,0,0,0,715,32164,0,0,0,0,1656,0,0,0,27,1683,0,0,156,0,0,0,0,0,32164,0,0,0,0,0,1683,0,0,0,56.5,56.5,19.1,19.1,0,0,0,0,0,0,0,6558,0,0,0,0,6558,0,0,0,0,0,0,0,0,0,0,0,0,5648336,87160,0,5561176,54125,5689598,-74297,0,0,0,0,-74297,5256724,391612,0,0,0,0,0,5142344,0,0,0,114380,5256724,0,0,0,0,391612,0,0,0,0,391612,0,0,0,0,0,87160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5446796,0,0,0,114380,0,0,0,0,0,0,2150562,265898,0,0,0,0,0,1477065,271533,1107078,417462,2424034,803142,0,317809,484119,953587,82541,31469,38407,214574,339916,3137802,0,2649823,0,112326,0,5899951,4718576,0,0,1181375,5899951,1139323,453548,0,2733553,303941,4124237,1474414,0,0,0,0,0,752925,0,79,14,145905,19449,165354,0,0,19415,5043,7786,21313,0,19859,24224,48265,0,0,74389,14036,0,0,34645,13576,9259,0,84446,15574,0,0,39210,15406,10718,0,2007
106301097,anaheim general hospital,9/1/2006,8/31/2007,365,audited,excl. ind. audit,orange,13,1012,investor,general,comparable,,(714)827-8700,3350 west ball road,anaheim,92804-3710,joshua luke,ceo,,pacific health corporation,thomas butler,pacific health corporation,0,05-0173,hsc30173h,hsp30173h,143,143,143,9319,337,5959,7337,372,410,509,41,1325,25609,1226,60,529,862,84,95,71,13,213,3153,101,21,0,0,21,0,12450,3164,0,0,9995,0,2842,251,0,0,60,0,49.1,49.1,8.1,5,14,1127,517,5965,174,863,3546,225,738,896,38,2715,15160,10822,7,0,0,11184,3,24974,28062,437,896,357,161,193148563,164565592,16600637,45183608,459013,49566443,-3923822,-5,778358,0,0,-4702185,50403010,10425512,132320041,49393823,3616293,35880593,42095444,1615458,2781606,3561525,241199,19069546,158255487,6784884,465036,4128360,7777849,1801276,3469250,3513394,371932,6581095,34893076,37207177,1579623,24071990,39527280,0,276407,3223894,806033,38049672,0,13152329,0,6671187,0,16600637,0,0,11278358,1200232,6954576,16672755,1945722,599174,4396220,1,2136570,0,0,0,-905170,0,0,11416827,2039726,9991946,8005832,4999204,0,0,4205067,3865028,3907999,1134814,18208108,3907940,135376,657179,4453234,17988537,287534,1652233,459767,418599,1397936,10311269,0,1851213,2141152,0,0,14303634,40685681,0,4570739,-30952786,14303634,0,61888712,-54608809,9463454,13832608,23705918,21854705,0,0,0,4570739,0,0,29175651,401,137,658984,175286,834270,270,0,39363,123225,158128,57983,68083,109855,67476,34431,440,0,246456,50712,137619,0,126495,51655,46047,0,379249,55362,152294,0,139778,55858,51729,0,2007
