fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,days_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,curr_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,year
106301098,ahmc anaheim regional medical center,01jul2009,30jun2010,365,audited,incl. ind. audit adj.,orange,13,1012,investor,general,comparable,,(717) 774-1450,111 west la palma avenue,anaheim,92801,phil cohens,ceo,,ahmc healthcare inc,linda marsh,monterey park hospital,0,05-0226,hsc30226f,zzt30226f,223,223,154,15067,12476,3203,7092,2572,989,10521,390,1309,53619,3013,3155,740,1742,571,176,3135,88,376,12996,223,0,0,0,0,0,53619,0,0,0,0,0,12996,0,0,0,0,0,65.900002,65.900002,4.0999999,4.0999999,10,2905,1567,19597,18268,3674,14130,6618,1875,21924,623,9966,96675,65732,0,0,35589,1854,3,287666,187314,2830,2943,1214,432,993124376,820551222,10809960,183383114,422014,182185940,1619188,2076,0,0,0,1621264,169069261,74094111,749961004,183159211,173363085,31731561,79208071,28770229,14594097,139155056,7055231,8272029,665308570,65797192,63377397,11188731,44960968,21528025,7133561,94494101,1336608,17999223,327815806,205672036,205669372,36319507,111505199,0,47730817,17797550,163959924,14632475,0,8758439,0,8505903,10809960,0,0,0,42680425,41881070,6600785,12663840,2567437,3930108,69689233,0,3370216,0,0,0,0,0,0,41135647,10314479,66498949,3961168,2356455,0,0,23370517,6950041,18149750,9448934,65816938,22589455,2026328,162304,34290945,34703084,2873291,8573543,818081,1355177,8976794,35264413,0,7497667,47582,0,0,42809662,32688398,0,0,10121264,42809662,580246,225836591,-195034025,0,8757216,8757216,1259549,0,0,0,0,0,136092,1204803,1021,338,1931904,200492,2132396,211,0,114070,361195,557428,5846,139112,425881,13770,305388,0,9214,646955,92102,674337,0,210130,115887,192493,0,730332,101935,734182,0,225559,127695,212693,0,2010
106010846,alameda county medical center,01jul2009,30jun2010,365,audited,incl. ind. audit adj.,alameda,5,417,city/county,general,comparable,teaching,(510) 437-4800,1411 east 31st street,oakland,94602,"wright lassiter, iii",ceo,www.acmedctr.org,county of alameda,judy bain,"toyon associates, inc.",2,05-0320,hsc00320w,zzr00320w,475,475,323,18896,485,63518,6105,10562,2571,0,5814,6369,114320,2241,98,5752,1276,2113,418,0,881,1037,13816,236,80,0,50,109,0,41000,23562,0,11244,38514,0,9811,3347,0,486,172,0,65.900002,65.900002,8.3000002,5.5999999,20,2111,965,46443,1958,130582,36048,123488,13945,0,6094,49819,408377,86544,168840,0,168840,0,7,242672,187664,2225,2157,968,325,924770364,479456209,0,445314155,80934242,464110177,62138220,5921464,109064,0,0,67950620,366002930,160368314,398399120,96730612,4689945,275255801,43432070,101794632,26470724,0,32501516,38126444,619001744,34239209,1528130,89347092,23295269,98760101,11631324,0,4867019,42100476,305768620,70055687,3827645,272715491,46736187,-137733673,106259423,11688837,0,68538081,0,37368531,0,0,0,0,0,0,60914134,2390430,229621075,19991152,94295310,26413211,0,4,11688839,44402760,5404815,0,195038,0,5661384,108388535,62643176,86496890,4697406,0,0,31022336,77701937,18932565,68104125,6123207,184991830,113683468,48055425,21265792,38669484,33443518,9888288,2444777,568712,1074645,10024238,175328376,0,35231335,1825186,0,0,212384897,302826802,0,5666976,-96108881,212384897,30329275,252731438,-209960765,38626547,69463709,112664070,77432735,6480676,0,0,6480676,813700,16859332,154699331,2450,844,4718128,770481,5488609,513,102,363748,1031685,957876,133368,327933,727072,370419,413308,337194,55525,1272488,986632,604942,277804,775398,313793,487071,0,1475563,1163547,712446,299711,904344,366306,566692,0,2010
106010735,alameda hospital,01jul2009,30jun2010,365,audited,incl. ind. audit adj.,alameda,5,417,district,general,comparable,,(510) 522-3700,2070 clinton avenue,alameda,94501-4397,deborah e. stebbins,ceo,www.alamedahospital.org,city of alameda healthcare district,carlos jimenez,pacific hospital management,0,05-0211,hsc00211f,zzr00211f,161,126,100,12200,1134,12853,784,0,242,2197,67,1130,30607,1619,224,307,101,0,55,393,16,228,2943,100,0,0,0,61,0,10579,0,0,0,20028,0,2802,0,0,0,141,0,52.099998,66.599998,10.4,3.8,0,0,0,12140,1780,2153,3461,0,8611,20140,381,2733,51399,17624,5466,0,29082,0,3,79026,258045,683,4102,0,0,278877641,211101795,0,67775846,161816,72161566,-4223904,6240443,0,0,0,2016539,80885226,35228913,162763502,72460492,10643577,36629015,5390770,0,4786652,26407050,680974,4897292,161895822,26942632,3764250,4875533,7122659,0,6978147,61217260,742392,5338946,116981819,74813077,10846446,30813654,9040432,-2290582,0,9143138,68098170,6385945,0,1423366,0,2828149,0,0,0,0,24590047,3561381,12981476,3472997,0,2621661,19526140,0,1022144,0,0,0,27709,5762661,0,18825255,5290000,23808159,0,0,0,0,10604128,3347802,9211752,1074470,37494788,10115284,2376873,3099897,9185714,4638991,1155021,775099,360539,97190,2862170,21931285,476630,6487220,827650,0,0,29722785,17796961,0,1236831,10688993,29722785,3725769,43504333,-33946186,23980336,19064608,44421898,37934678,0,1687662,0,1687662,450831,0,0,451,161,804884,165873,970757,267,0,65378,182149,182755,22696,100801,130658,80320,7748,27750,4629,274567,52880,190159,0,147835,57712,81731,0,323964,61561,242302,0,173000,67170,102760,0,2010
106190017,alhambra hospital,01jul2009,30jun2010,365,audited,incl. ind. audit adj.,los angeles,11,913,investor,general,comparable,,(626) 570-1606,100 south raymond avenue,alhambra,91801,iris lai,ceo,www.alhambrahospital.com,alhambra hospital medical center lp,linda marsh,ahmc inc.,0,05-0281,hsc30281f,,144,144,144,16214,1700,6398,4731,0,89,1817,412,276,31637,1840,551,343,551,0,9,509,46,115,3964,101,0,0,17,26,0,20964,0,0,3759,6914,0,3716,0,0,222,26,0,60.200001,60.200001,8,6.3000002,0,0,0,5073,1360,2041,2590,0,660,2967,358,1839,16888,15050,0,0,4190,835,5,59851,90124,727,1021,0,0,302287301,243805718,6210435,64692018,936631,63184670,2443979,44477,0,0,0,2488456,79937724,14259622,208089955,126868572,17538609,38783665,30905573,0,659684,15949600,2533416,1941707,235180826,29774785,5809993,6694402,6824244,0,2077726,10459385,1119063,4346877,67106475,115068869,19816073,38727180,34971481,0,0,2083874,18430657,5889126,0,3294831,0,5523627,5810041,400394,0,0,38264969,9068757,4392187,2997339,0,621434,7668626,357648,1321058,0,5362706,0,44477,0,0,17105312,2623082,18372767,967393,1934784,0,0,8450043,2629828,7370690,3730771,24988618,8273666,862100,4141599,8327185,10475341,0,3907308,358553,0,1850300,21711840,0,0,0,20382392,725032,42819264,16964132,0,0,25855132,42819264,7630664,60064492,-51365162,0,0,0,0,0,0,0,0,0,0,0,456,203,884958,85241,970199,194,0,56239,173358,232782,60632,106812,197756,36286,0,21093,0,395252,35116,162353,0,124697,76938,90602,0,431772,36826,177642,0,135994,83676,104289,0,2010
106010739,alta bates summit med ctr-alta bates campus,01jan2010,31dec2010,365,audited,incl. ind. audit adj.,alameda,5,415,non-profit,general,comparable,,(510) 204-4444,2450 ashby avenue,berkeley,94705,david bradley,president/ceo,www.altabatessummit.org/,sutter health,terrylee neal,sutter health,0,05-0305,hsc00305f,zzr00305f,527,510,510,34941,7987,36836,10430,0,532,38098,776,3006,132606,4912,1281,4204,2002,0,45,6708,155,1048,20355,347,105,0,42,33,0,91896,19793,0,12757,8160,0,16819,2763,0,757,16,0,68.900002,71.199997,6.5,6.0999999,35,10529,2645,75272,14990,16794,10906,0,7519,212255,1679,11639,351054,42917,36338,0,115009,0,13,589665,310695,5520,4016,5538,2087,2246542774,1603137661,0,643405113,6226957,550311992,99320078,15691985,6666938,0,0,108345125,807754077,134113156,1304675541,420472989,118197241,455928911,143581209,0,7528923,474082088,14054145,44539670,1678385176,156973157,44684823,48166305,29863234,0,6511274,247721766,5776916,28460123,568157598,458746911,129699847,364986191,144137686,0,0,9147357,386109421,16270194,0,62067307,0,31972747,0,0,0,0,118699235,33182217,126172530,21985950,0,4892840,335694433,0,2777908,0,0,1744765,10410571,0,0,137407173,22368148,180272018,0,0,157168,0,75504506,4255389,107325303,23022287,191317877,113982996,18550325,12180278,64018231,74607512,18564389,1714721,6282772,4768070,44324821,181101032,0,114673036,79019260,23432749,1584966,399811043,83814908,5606093,72607963,237782079,399811043,31775182,377041692,-286544362,248196375,166669455,428190038,313517002,0,0,101565963,101565963,28958000,27086167,0,2176,855,4057738,620805,4678543,665,0,211076,859482,1375268,105179,206562,553681,377447,216845,90407,61791,1493418,252388,1079996,1999,635264,77076,517517,80,1761634,287159,1250572,2259,729650,88636,558553,80,2010
106010937,alta bates summit med ctr-summit campus-hawthorne,01jan2010,31dec2010,365,audited,incl. ind. audit adj.,alameda,5,417,non-profit,general,comparable,,(510) 655-4000,hawthorne ave & webster st,oakland,94609,david bradley,ceo,www.altabatessummit.org,sutter health,terrylee neal,sutter health,0,05-0043,hsc00043g,zzr00043g,399,399,399,34350,9220,12078,2426,0,578,12727,2655,485,74519,6422,1777,2460,533,0,116,2507,547,105,14467,351,0,0,0,48,0,65592,0,0,0,8927,0,13593,0,0,0,874,0,51.200001,51.200001,5.1999998,4.8000002,0,0,0,40371,10669,17842,13345,0,1828,43480,2927,11885,142347,40758,9106,0,97787,0,38,654825,335730,2217,1828,0,0,1904639634,1472228250,0,432411384,56957985,469911493,19457876,8038094,4722206,0,0,22773764,473212646,139090450,1292336538,568456541,153356102,195664224,46145591,0,13288492,331416297,39004242,18236566,1365568055,165146861,45026858,56002284,43539731,0,6510596,181299259,7474220,34071770,539071579,607330500,164516710,203503826,79410608,0,0,14463055,307287283,6894666,0,46478463,0,42343139,0,0,0,0,126272902,33866250,48162682,10274714,0,5336033,205428273,-1,3070531,0,-12168358,1970283,1410608,0,0,94451674,23413686,144460131,0,0,0,45078462,59466458,8775324,75186395,19079363,157545118,86458906,10349300,14123569,75300649,52185655,19718924,3387838,3684331,4079517,43077686,156821327,0,152065912,2689603,12476401,0,324053243,94846390,0,67940389,161266464,324053243,54655054,319251701,-250766095,374316099,129683708,525829515,373763603,0,0,70038580,70038580,2098191,0,7490094,1892,635,3565109,552960,4118069,514,0,237036,707377,918999,26723,228566,691963,392247,179184,145823,37191,1019688,236988,749360,480034,643368,152539,244562,38570,1207560,266155,887014,517335,739736,174809,282787,42673,2010
106370652,alvarado hospital,01jan2010,31dec2010,365,audited,incl. ind. audit adj.,san diego,14,1418,investor,general,comparable,,(619) 287-3270,6655 alvarado road,san diego,92120,harris f. koenig,ceo,www.alvaradohospital.com,"prime healthcare services, inc.",jeffrey n. brown,hospital management services,0,05-0757,hsc30583i,hsp30583i,306,264,114,16546,2444,6132,714,1147,1399,11818,37,1386,41623,3778,688,1232,251,276,156,2590,4,474,9449,256,0,0,50,0,0,36881,0,0,4742,0,0,9079,0,0,370,0,0,37.299999,43.200001,4.4000001,4.4000001,0,0,0,14046,1271,4030,3190,1080,1669,10955,1,7415,43657,26913,1921,0,17898,0,8,742774,306629,2540,1618,0,0,724785383,567609339,372107,157548151,2453865,170440419,-10438403,13297630,2853011,0,0,6216,106851846,48357377,569576160,257314532,50879914,77748405,9605469,12966749,6416251,143279191,234814,14093995,572539320,53919891,12015567,11517616,8273970,3413727,2533243,44335786,87307,16148956,152246063,254326000,49411029,76343493,16191417,0,13970931,4064334,123623982,19558201,0,322121,0,9797831,348401,0,0,23706,56908423,13832853,12922528,1688022,2409545,4885160,64014701,0,886919,0,0,0,0,0,0,30965034,8740205,60249754,0,0,0,0,19625751,4729797,30420085,15709793,61884139,19383846,391406,5067399,40397628,10749343,1569839,15809211,1711294,0,13476314,24167406,0,1016411,1451088,0,245719,26880624,11480159,347783,15046466,6216,26880624,3472605,8816094,-7840359,0,955649,1016411,0,0,0,0,15046466,0,0,13865324,785,321,1472724,210559,1683283,315,0,90431,516533,532156,5354,83446,192007,0,2548,47264,2985,485497,122984,440792,0,161112,95786,166553,0,572399,137622,500134,0,175724,106626,190778,0,2010
106370749,alvarado parkway institute bhs,01jan2010,31dec2010,365,audited,excl. ind. audit adj.,san diego,14,1422,investor,psychiatric,comparable,,(619) 465-4411,7050 parkway drive,la mesa,92042,patrick ziemer,ceo,alvaradoparkwayinstitute.com,helix healthcare,john r. smith,pacific hospital management,0,05-4075,hsp34075g,hsp34075g,66,66,66,15616,321,565,0,0,3847,1205,0,225,21779,1626,33,36,0,0,425,126,0,23,2269,0,66,0,0,0,0,0,21779,0,0,0,0,0,2269,0,0,0,0,90.400002,90.400002,9.6000004,9.6000004,0,0,0,65073,349,0,0,0,1783,4819,0,280,72304,0,0,0,0,0,0,0,0,0,0,0,0,54993376,31080021,0,23913355,165762,22799054,1280063,29943,294911,0,0,1015095,26042175,25934939,3016262,20938274,415666,759953,0,0,4227775,2079954,0,466902,28888524,24057553,103484,0,0,0,613049,1255021,0,75745,26104852,25318224,266399,483307,0,0,0,1816058,1886490,1113750,0,195793,0,0,0,0,0,0,19677603,252751,276646,0,0,2517761,900252,0,288342,0,0,0,0,0,0,5538380,4286012,829697,0,0,0,0,4852506,1446103,3984191,1862165,12704527,2449321,762844,0,1580397,1738623,99673,2028595,169000,89153,1176921,3820819,0,504339,0,0,977709,5302867,1864040,0,0,3438827,5302867,1111180,4676389,-2345204,86609,274821,621967,117628,0,0,0,0,0,0,389988,270,103,558882,2320,561202,82,0,43760,158148,53083,36404,123869,67088,76530,0,0,0,207887,119712,0,0,128649,40724,61910,0,208678,120231,0,0,129065,40928,62300,0,2010
106194010,american recovery center,01jul2009,30jun2010,365,audited,excl. ind. audit adj.,los angeles,11,917,non-profit,specialty,comparable,,(909) 865-2336,2180 west valley blvd,pomona,91768,booker bledsoe,administrator,www.bhs-inc.org/arc.html,"behavioral health services, inc",andrew e. worrell,"behavioral health services, inc.",0,,,,156,156,156,0,0,0,0,27004,0,0,0,5172,32176,0,0,0,0,1590,0,0,0,110,1700,0,0,156,0,0,0,0,0,32176,0,0,0,0,0,1700,0,0,0,56.5,56.5,18.9,18.9,0,0,0,0,0,0,0,2644,0,0,0,625,3269,0,0,0,0,0,0,0,0,0,0,0,0,5392074,83821,0,5308253,11115,5264101,55267,0,0,0,0,55267,5244231,147843,0,0,0,0,0,4412080,0,0,0,832151,5244231,0,0,0,0,138413,0,0,0,9430,147843,0,0,0,0,0,83821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4466672,0,0,0,841581,0,0,0,0,0,0,2018291,142717,0,0,0,0,0,1120279,304714,1081398,596702,2125055,781727,0,308425,384753,895293,157815,47284,36403,271266,256080,3725881,0,2453938,0,59101,0,6238920,4581223,0,0,1657697,6238920,1078450,568297,0,2741153,335199,4163095,1709157,0,0,0,0,0,1896553,0,64,12,115190,17295,132485,0,0,13636,7427,6540,18283,0,16951,14534,37819,0,0,66961,3943,0,0,23089,12552,8645,0,76295,4504,0,0,26853,14601,10232,0,2010
106301097,anaheim general hospital,01sep2009,31aug2010,365,audited,excl. ind. audit adj.,orange,13,1012,investor,general,comparable,,(714) 827-8700,3350 west ball road,anaheim,92804,tom salerno,ceo,,pacific health corporation,thomas butler,pacific health corporation,0,05-0173,hsc30173h,hsp30173h,143,143,143,1202,11,566,9049,28,73,19,10,74,11032,33,3,2,377,2,4,9,1,12,443,101,21,0,0,21,0,1628,0,0,0,9404,0,418,0,0,0,25,0,21.1,21.1,24.9,3.9000001,14,0,0,1062,78,418,3938,272,1059,824,457,2767,10875,6960,1,0,4349,0,3,58919,28584,157,44,0,0,75122521,65200964,984666,10906223,49877,25551030,-14594930,0,0,0,0,-14594930,13989274,5437601,55695646,15786431,360946,433515,42990628,328932,1066912,578722,336936,2528125,64411147,1647636,101353,73927,3625252,439022,993407,852557,427004,2551216,10711374,15452296,381725,55832,40549904,-204541,767633,1749132,1148837,170019,0,774247,0,4355880,0,984666,0,0,1981771,80574,645844,7050642,321,311187,282442,0,553442,0,0,0,0,0,0,6612705,1658792,6360782,0,0,0,0,3781022,790539,3335003,3012187,12657205,3237162,96256,327208,2221061,1582877,288379,1484551,309495,766146,2580690,9146725,0,1724076,2883381,0,0,13754182,80780898,0,0,-67026716,13754182,0,32601275,-30439828,8405919,14450149,23265924,21541848,0,0,0,0,0,0,60289050,233,79,431681,53273,484954,270,0,41986,92861,78271,35928,49672,65484,31527,35160,792,0,147273,26185,92457,0,84931,32590,48245,0,169730,29467,102903,0,94588,35599,52667,0,2010
