fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,days_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,curr_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,year
106164029,adventist medical center - hanford,01jan2012,31dec2012,366,audited,incl. ind. audit adj.,kings,9,615,non-profit,general,comparable,rural,(559) 582-9000,115 mall drive/1141 rose,hanford,93232,wayne ferch,ceo,www.adventisthealthcv.com,adventist health,sara coggins,hanford community medical center,0,05-0121,,zzt30121f,199,199,121,20902,4603,4399,6188,1544,462,3273,457,2137,43965,4373,141,1234,1817,343,98,2193,131,613,10943,199,0,0,0,0,0,43965,0,0,0,0,0,10943,0,0,0,0,0,60.4,60.4,4,4,8,1886,962,44179,7610,15228,51281,5565,13433,58527,1203,13203,210229,102201,0,0,107636,0,12,378851,518550,3486,7578,629,290,875701849,662832331,0,212869518,3391201,211504243,4756476,2464355,1504800,0,0,5716031,109173938,196103159,570424752,164596648,14828170,35520127,54322264,13649134,4640314,57747732,3451156,18313858,367069403,105220787,9888821,41754619,132003461,16019882,17822065,141947872,3483619,40491320,508632446,214856075,18963230,42871067,164099575,0,26008644,13868318,116867804,17156903,0,9970357,0,38170358,0,0,0,0,54548615,5607219,31959623,21545611,3588454,5595024,78973031,0,11051941,0,0,24389,1065445,0,0,33151469,15135086,62304473,0,0,0,126993,34775105,7842549,42027602,16140966,78071342,34980728,12955075,4945651,30793341,21323012,11621867,1301161,3530093,6158226,5823747,44262782,4180331,154629401,5294458,12964937,422447,221754356,25013539,0,146034843,50705974,221754356,5386929,121893592,-95090850,176107726,50979401,234213321,79583920,0,20964168,126918411,147882579,1847736,4341079,1932573,1308,381,2421856,328471,2750327,319,2,176087,523880,599956,15254,170003,527926,310744,75437,9636,12933,549570,221250,629081,43,497331,224331,300250,0,642738,258559,725390,206,537648,249482,336304,0,2012
106301098,ahmc anaheim regional medical center,01jul2011,30jun2012,366,audited,excl. ind. audit adj.,orange,13,1012,investor,general,comparable,,(714) 774-1450,1111 west la palma avenue,anaheim,92801,donald lorack,ceo,,ahmc healthcare inc,linda marsh,monterey park hospital,0,05-0226,hsc30226f,zzt30226f,223,223,157,15177,11765,3571,10017,3760,1036,7321,1216,1302,55165,3045,2960,849,2302,725,263,2211,289,415,13059,223,0,0,0,0,0,55165,0,0,0,0,0,13059,0,0,0,0,0,67.59999999999999,67.59999999999999,4.2,4.2,10,3191,1752,15317,11181,9323,20125,8258,3847,25563,31,5722,99367,71382,0,0,33336,0,3,351520,232162,2793,2750,1884,518,1382664200,1185612612,2396531,199448119,953690,202987054,-2585245,1240669,14651,0,0,-1359227,258279895,104527978,1019856327,255290836,223812527,54761925,160333246,59700983,16296565,157312914,20016457,9336506,956861959,88605722,94884560,13212251,71625166,27857542,7375565,107464313,50301,14726821,425802241,295343994,272775477,45649232,199334264,0,80909586,19870865,214503831,10766094,0,33709966,0,12749303,2396531,0,0,0,48552564,48318141,18885784,22420100,6648939,3801265,50273396,0,547930,0,0,0,159244,0,0,42802468,9309556,67623837,0,0,0,0,25280111,8741518,39744846,9484718,71831615,24246715,2415376,1843845,38903103,26668465,2831234,8457807,945987,1285885,23557022,50607461,0,14520875,1482221,0,0,66610557,48956876,0,0,17653681,66610557,8241451,230811892,-196547120,0,20062806,20062806,5541931,0,0,0,0,0,286645,0,1098,406,2034448,290775,2325223,570,0,172549,496277,678285,9700,140415,473450,28163,0,17405,18204,749817,133844,573199,0,218804,133798,224986,0,865661,150457,656691,0,247654,153391,251369,0,2012
106010846,alameda county medical center,01jul2011,30jun2012,366,audited,incl. ind. audit adj.,alameda,5,417,city/county,general,comparable,teaching,(510) 437-4800,1411 east 31st street,oakland,94602,"wright lassiter, iii",ceo,www.acmedctr.org,county of alameda ,alex wong,"toyon associates, inc.",2,05-0320,hsc00320w,zzr00320w,475,445,329,18343,829,54038,15717,14106,2495,0,3878,7211,116617,2100,136,4806,2768,2727,408,0,804,1090,14839,236,80,0,50,109,0,45975,24802,0,8112,37728,0,11077,3043,0,529,190,0,67.09999999999999,71.59999999999999,7.9,5.4,20,1955,844,45815,3064,75951,53348,107855,12412,0,22853,14515,335813,93480,153035,0,144854,0,7,278228,218289,2551,2510,844,324,1050442437,523621057,0,526821380,44766021,514999369,56588032,88644644,91004,0,0,145141672,379758191,181257926,489426320,95213019,7287646,253620895,107312154,136311731,30506889,0,41974757,41784487,714011578,38446935,2996935,62510933,47734286,127407228,13324371,0,29956823,14053348,336430859,58556396,2492831,259031290,73265309,-166830795,134860958,1924714,0,36851648,0,86100156,0,37368550,0,0,0,0,50758070,6639271,214163102,71103951,128858001,35672536,0,0,19626449,67739350,-284529,0,417310,85269861,2851904,110069828,72655926,101929127,0,10608445,3912940,30824853,87178690,20099033,62657949,15062578,209768800,107063899,48821791,26826899,44413727,43779696,8180294,3475399,3825439,1145791,17697634,259496774,0,30199667,18957626,0,0,308654067,322920754,0,3933739,-18200426,308654067,68130402,221595864,-183452444,52869513,68060386,125380851,95181184,4818493,0,0,4818493,884754,10848551,161601767,2539,860,5086013,790391,5876404,552,121,249825,1349529,1030757,137407,207932,836179,0,693162,416586,164636,1319250,1023034,656550,317056,837467,305300,627356,0,1523271,1197684,766952,345783,971088,357200,714426,0,2012
106010735,alameda hospital,01jul2011,30jun2012,366,audited,incl. ind. audit adj.,alameda,5,417,district,general,comparable,,(510) 522-3700,2070 clinton avenue,alameda,94501-4397,deborah e. stebbins,ceo,www.alamedahospital.org,city of alameda healthcare district,carlos jimenez,pacific hospital management,0,05-0211,hsc00211f,zzr00211f,161,161,161,12330,885,13093,1786,0,771,1191,51,341,30448,1510,243,421,209,0,222,222,16,102,2945,100,0,0,0,61,0,10880,0,0,0,19568,0,2799,0,0,0,146,0,51.7,51.7,10.3,3.9,0,0,0,12205,2246,1278,3843,0,15739,6965,428,2837,45541,16964,9985,0,22244,0,2,36175,57686,469,1597,0,0,257702145,198702605,0,58999540,403927,67329462,-7925995,6433042,0,0,0,-1492953,90511828,34500503,132689814,80770049,11196336,37004955,12109479,0,11669493,13121150,776315,5138271,171786048,30058387,5603338,3026936,9046939,0,15081297,16340746,887079,5871375,85916097,83810827,12702439,24937832,17642056,0,0,22742929,25043033,8041658,0,1663394,0,2118437,0,0,0,0,27017609,4097235,15094059,3514362,0,4007861,4418863,0,849551,0,0,0,18514,5769177,0,19602032,5515895,18704589,0,0,0,0,10408424,3276771,8887149,934602,34402710,9944909,2471763,3433855,6914676,4628035,844315,1287772,290188,177744,2933495,20124835,64183,4982273,4102468,0,0,29273759,20749426,0,757152,7767181,29273759,3339613,52325882,-43490626,23980336,19337623,44694913,39712640,0,1436546,0,2481401,1724249,0,0,421,147,733966,161917,895883,267,0,61750,173564,182536,21353,85507,109729,77064,4055,17147,1261,270905,53889,139374,0,146136,43044,80618,0,332814,63217,176208,0,176911,53002,93731,0,2012
106190017,alhambra hospital,01jul2011,30jun2012,366,audited,incl. ind. audit adj.,los angeles,11,913,investor,general,comparable,,(626) 570-1606,100 south raymond avenue,alhambra,91802,iris lai,ceo,,alhambra hospital medical center lp,linda marsh,ahmc healthcare inc.,0,05-0281,hsc30281f,,144,144,85,14277,2154,9593,1198,131,123,1863,168,187,29694,1602,596,744,436,47,41,460,46,73,4045,101,0,0,17,26,0,16288,0,0,4032,9374,0,3751,0,0,271,23,0,56.3,56.3,7.3,5.1,0,0,0,5934,2084,832,2574,312,303,4944,152,6244,23379,15940,0,0,8051,820,5,100157,146856,670,2206,0,0,434413972,367608044,20031291,86837219,2484071,88859197,462093,7074166,0,0,0,7536259,108852622,33862095,291699255,163813988,28501191,46190265,19566545,2349087,2582517,36555520,3793665,4570393,307923171,46959481,12401953,6635299,12850593,1646039,5268746,31606435,872291,8249964,126490801,172765939,45275934,30075086,29515800,0,2049263,6615203,60620779,8409785,0,8231505,0,4048750,14807518,5223773,0,0,38007530,10434728,20924334,8125111,206458,1236060,7541176,0,361822,0,-2337149,0,46411,0,0,18726120,3293683,20063950,6758463,4505642,0,0,10028557,2931361,18656143,3895278,28444284,9365737,923300,5131694,8756010,20172877,289192,3938010,278744,0,11559349,37262859,0,0,0,35395674,725032,73383565,30037764,5664215,0,37681586,73383565,15452729,77425920,-61988726,0,0,0,0,0,0,0,0,0,0,0,480,212,948354,79426,1027780,194,0,61850,211736,240981,59355,117038,191830,39769,0,25795,0,423975,38044,189861,0,135686,73490,87298,0,456780,40132,205615,0,145956,79839,99458,0,2012
106010739,alta bates summit med ctr-alta bates campus,01jan2012,31dec2012,366,audited,incl. ind. audit adj.,alameda,5,415,non-profit,general,comparable,,(510) 204-4444,2450 ashby avenue,berkeley,94705,charles prosper,ceo,http://www.altabatessummit.org/,sutter health,david hill,sutter health,0,05-0305,hsc00305f,zzr00305f,458,491,357,30833,7441,15957,17206,79,7475,38456,697,1223,119367,4344,1191,3334,3897,14,886,6731,134,226,20757,347,69,0,42,0,0,82627,20414,0,13230,3096,0,17672,2262,0,800,23,0,71.2,66.40000000000001,5.8,5.6,55,14239,6442,30375,11370,4128,11877,43,4798,78529,1183,6502,148805,42284,31340,0,31999,0,13,388626,321734,3013,4334,5466,1789,2041521514,1427119796,0,614401718,9719032,611842521,12278229,14085114,3640772,0,0,22722571,667849161,154171959,1219500394,364740527,97758875,185367044,223697905,1317787,90595288,419898069,9950281,14831559,1408157335,172319686,58447412,31193746,68653014,137833,8916218,267960507,4664005,21071758,633364179,422827192,124495026,102848098,245222874,0,1404989,67909178,365655738,31329453,0,23066415,0,42360833,0,0,0,0,109509517,30434587,105329812,41784786,45100,31457584,293992380,0,1847952,0,0,11834220,0,0,0,137949583,26415545,181832224,0,0,146139,0,100443511,13937110,119054202,32064207,193935170,116369559,20598825,24475703,66190454,101189139,18563229,2148879,3765278,279751,64326534,196013521,0,108934176,256946139,28268257,1584965,591747058,117609602,3680538,0,470456918,591747058,28963906,420159777,-325260727,270047682,176400028,458849962,349915786,0,0,0,0,0,44499186,0,1849,810,3522035,618504,4140539,665,0,159175,771968,1181668,76557,182220,492459,369324,4130,249038,35496,1351355,241504,963502,1863,601505,62798,299120,388,1626218,275582,1133390,2083,689123,69908,343847,388,2012
106010937,alta bates summit med ctr-summit campus-hawthorne,01jan2012,31dec2012,366,audited,incl. ind. audit adj.,alameda,5,417,non-profit,general,comparable,,(510) 655-4000,hawthorne ave & webster st,oakland,94609,charles prosper,ceo,,sutter health,david hill,sutter health,0,05-0043,hsc00043f,,399,399,189,31457,9145,5541,8396,29,823,10572,1406,183,67552,5874,1782,1128,1737,6,143,2112,284,39,13105,351,0,0,0,48,0,59311,0,0,0,8241,0,12321,0,0,0,784,0,46.3,46.3,5.2,4.8,0,0,0,34588,9314,6242,20872,23,3086,40270,2055,6514,122964,41175,7288,0,77363,0,38,549946,499986,3241,4714,0,0,1692101277,1276137354,0,415963923,67603876,465972392,17595407,10305838,2002634,0,0,25898611,403442733,135020674,1153637870,522071183,151541422,92362846,150793221,884924,18194387,248167832,23789787,3994693,1211800295,144263583,38337244,24733851,71453465,69211,11965557,163912574,9624325,15941172,480300982,553293657,152533781,55897565,196914543,0,924082,22511288,225720877,16891358,0,39121910,0,12328293,0,0,0,0,111569325,36652303,56002548,23246677,28397,7465323,179984475,2,1014873,0,0,174655,5585988,0,0,94320648,24842341,132632682,0,0,0,56622575,55315887,3296786,73843824,25097649,152677391,92266468,11776541,18259007,67858090,53366258,20749382,4175817,1990734,10062485,32790219,174766489,0,184056366,-30996760,150696484,0,478522579,74068539,13746851,438704216,-47997027,478522579,75348762,3265752014,-3203947018,430705245,144544650,597678817,413622451,0,0,440219431,440219431,1515215,0,0,1639,573,3139376,507402,3646778,687,0,180888,618633,809499,18824,194950,596596,369252,122089,171883,56762,959479,206403,679887,415310,530656,69652,250909,27080,1142436,236475,804823,459851,608833,78694,284766,30900,2012
106370652,alvarado hospital,01jan2012,31dec2012,366,audited,incl. ind. audit adj.,san diego,14,1418,investor,general,comparable,,(619) 287-3270,6655 alvarado road,san diego,92120,luis leon,president,www.alvaradohospital.com,"prime healthcare services, inc.",jeffrey n. brown,hospital management services,0,05-0757,hsc30583i,hsp30583i,306,264,85,13286,2109,2852,2524,2240,2489,4695,14,120,30329,2955,553,542,786,637,418,1154,3,42,7090,256,0,0,50,0,0,27586,0,0,2743,0,0,6901,0,0,189,0,0,27.1,31.4,4.3,4.3,0,0,0,11602,1452,1449,5735,1743,4337,10773,142,5430,42663,25220,0,0,21726,0,8,268980,116760,1749,1105,0,0,560103174,432736520,0,127366654,1261872,137590807,-8962281,3067872,10616,0,0,-5905025,82210763,37403193,440489218,188465601,48632579,34461246,33997736,16805530,14869132,76158436,536589,10590322,424517171,43001715,13739092,3892248,17060085,6734824,6348933,30168219,370971,14269916,135586003,184178190,47879698,22987305,41607180,0,21195933,625916,75230790,14073619,0,907560,0,24050329,0,0,0,0,45177118,14577973,15352189,9286641,2344421,8851512,31095865,0,680935,0,0,0,1081045,0,0,27130760,6750388,43247724,0,0,0,0,17848456,3086683,26743829,12782967,44410981,14797015,357126,4413026,24650896,10538043,7139422,1860124,1003364,7603130,20817680,44144507,0,67983757,1080930,18964,0,113228158,45151780,0,64495224,3581154,113228158,2144451,42816027,-27119168,52344332,24675071,81315403,13331646,70000000,1869030,0,71869030,7373806,868652,16635336,672,271,1303153,131303,1434456,235,0,77650,436252,443974,2467,86170,155507,66428,2013,32477,215,462156,88822,355253,0,203536,67369,126017,0,511322,96693,391816,0,222224,74943,137458,0,2012
106370749,alvarado parkway institute bhs,01jan2012,31dec2012,366,audited,excl. ind. audit adj.,san diego,14,1422,investor,psychiatric,comparable,,(619) 465-4411,7050 parkway drive,la mesa,92042,saleem ishaque,ceo,alvaradoparkwayinstitute.com,helix healthcare,john randolph smith,pacific hospital management,0,05-4075,,hsp34075g,66,66,66,14782,670,419,0,0,3293,2401,0,125,21690,1539,70,44,0,0,504,99,0,2,2258,0,66,0,0,0,0,0,21690,0,0,0,0,0,2258,0,0,0,0,89.8,89.8,9.6,9.6,0,0,0,102117,385,0,0,0,393,4201,0,138,107234,0,0,0,0,0,0,0,0,0,0,0,0,51586474,28177948,0,23408526,87447,22991787,504186,0,6986,0,0,497200,25892065,23392246,2302163,19324008,864735,528433,0,0,4150996,3026697,0,158256,28053125,21540088,93149,0,0,0,217874,1631836,0,50402,23533349,22035888,471840,401453,0,0,0,1337272,2839975,1006510,0,85010,0,0,0,0,0,0,18568554,486044,126980,0,0,2825109,1395016,0,6823,0,0,0,0,0,0,5703597,3983425,664541,0,0,0,0,4693551,1350874,4353539,2242260,11976906,2720465,890531,0,1388967,1668498,96338,2349819,89301,142307,1668655,3784940,0,579265,107165,0,977708,5449078,2657535,0,0,2791543,5449078,376981,7436123,-4414835,95955,161664,872851,293586,0,0,0,0,0,0,0,245,90,469382,42219,511601,82,0,39099,142187,40813,29517,117229,41645,58892,0,0,0,182381,91868,0,0,110288,29001,55844,0,198346,99952,0,0,120993,31553,60757,0,2012
106194010,american recovery center,01jul2011,30jun2012,366,audited,excl. ind. audit adj.,los angeles,11,917,non-profit,specialty,comparable,,(909) 865-2336,2180 west valley blvd,pomona,91768,booker bledsoe,administrator,,"behavioral health services, inc",meghan paustian,behavioral health services,0,,,,156,156,89,0,0,0,0,23988,0,0,8331,0,32319,0,0,0,0,1423,0,0,259,0,1682,0,0,156,0,0,0,0,0,32319,0,0,0,0,0,1682,0,0,0,56.6,56.6,19.2,19.2,0,0,0,0,0,0,0,2662,0,0,0,778,3440,0,0,0,0,0,0,0,0,0,0,0,0,5375671,54269,0,5321402,31361,5183795,168968,0,0,0,0,168968,5108637,267034,0,0,0,0,0,4267619,0,0,841018,0,5108637,0,0,0,0,224869,0,0,0,42165,267034,0,0,0,0,0,54269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4438219,0,0,841018,42165,0,0,0,0,0,0,1993372,191843,0,0,0,0,0,1103900,224585,1112287,557808,2123611,572679,0,318100,534232,875619,155636,49567,48072,227633,278646,3851697,0,2537498,0,97328,0,6486523,4508652,0,0,1977871,6486523,1772023,569643,0,2741153,335199,4163095,1625597,0,0,0,0,0,1413240,0,63,14,117923,16547,134470,0,0,22639,376,7093,21701,0,17666,13116,33067,0,2265,72384,5595,0,0,22568,8217,9159,0,81076,6166,0,0,26712,9682,10834,0,2012
